Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
12934,Utawarerumono: Futari no Hakuoro,PSV,2016,Misc,Aqua Plus,0,0,0.05,0,0.05
12940,FIFA 17,PC,2016,Sports,Electronic Arts,0,0.05,0,0,0.05
12956,Culdcept Revolt,3DS,2016,Strategy,Nintendo,0,0,0.05,0,0.05
12989,Dead or Alive Xtreme 3: Fortune,PS4,2016,Sports,Tecmo Koei,0,0,0.05,0,0.05
13022,Project Setsuna,PSV,2016,Role-Playing,Square Enix,0,0,0.05,0,0.05
13031,Assetto Corsa,PS4,2016,Racing,505 Games,0,0.04,0,0.01,0.05
13046,Street Fighter V,PC,2016,Fighting,Capcom,0,0.05,0,0,0.05
13082,Caligula,PSV,2016,Role-Playing,FuRyu,0,0,0.05,0,0.05
13097,The Technomancer,PS4,2016,Role-Playing,Focus Home Interactive,0.01,0.03,0,0.01,0.05
13102,Mirror's Edge Catalyst,PC,2016,Platform,Electronic Arts,0.01,0.03,0,0.01,0.05
13172,Pro Cycling Manager 2016,PS4,2016,Sports,Focus Home Interactive,0,0.04,0,0.01,0.05
13176,MXGP 2,XOne,2016,Racing,Milestone S.r.l.,0.02,0.02,0,0,0.05
13234,NBA 2K17,PS3,2016,Sports,Take-Two Interactive,0.03,0.01,0,0.01,0.05
13269,Kamen Rider: Battride War Genesis,PSV,2016,Action,Namco Bandai Games,0,0,0.05,0,0.05
13437,Mighty No. 9,PS4,2016,Platform,Deep Silver,0.04,0,0,0.01,0.05
13438,Plants vs. Zombies: Garden Warfare 2,PC,2016,Shooter,Electronic Arts,0,0.04,0,0,0.05
13489,Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PS4,2016,Misc,Tecmo Koei,0,0,0.04,0,0.04
13492,Dead Island Definitive Collection,XOne,2016,Action,Deep Silver,0.02,0.02,0,0,0.04
13494,Rugby Challenge 3,PS3,2016,Sports,Alternative Software,0,0.04,0,0.01,0.04
13510,Sébastien Loeb Rally Evo,PS4,2016,Racing,Milestone S.r.l,0,0.04,0,0.01,0.04
13531,R.B.I. Baseball 2016,XOne,2016,Sports,MLB.com,0.04,0,0,0,0.04
13564,Life is Strange,PC,2016,Adventure,Square Enix,0.01,0.03,0,0,0.04
13598,Card Fight!! Vanguard G: Stride to Victory!!,3DS,2016,Misc,FuRyu,0,0,0.04,0,0.04
13604,Refrain no Chika Meikyuu to Majo no Ryodan,PSV,2016,Action,Nippon Ichi Software,0,0,0.04,0,0.04
13616,Utawarerumono: Futari no Hakuoro,PS4,2016,Misc,Aqua Plus,0,0,0.04,0,0.04
13622,Kamen Rider: Battride War Genesis,PS3,2016,Action,Namco Bandai Games,0,0,0.04,0,0.04
13649,Hitman (2016),PS4,2016,Action,Square Enix,0,0.04,0,0.01,0.04
13652,7 Days to Die,XOne,2016,Action,Telltale Games,0.02,0.02,0,0,0.04
13704,XCOM 2,PS4,2016,Strategy,Take-Two Interactive,0.01,0.02,0,0.01,0.04
13765,One Piece: Burning Blood,XOne,2016,Fighting,Namco Bandai Games,0.03,0.01,0,0,0.04
13791,Star Ocean 5: Integrity and Faithlessness,PS3,2016,Role-Playing,Square Enix,0,0,0.04,0,0.04
13847,Haikyu!! Cross Team Match!,3DS,2016,Adventure,Namco Bandai Games,0,0,0.04,0,0.04
13870,Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PSV,2016,Misc,Tecmo Koei,0,0,0.04,0,0.04
13873,Song of the Deep,XOne,2016,Action,Insomniac Games,0.03,0,0,0,0.04
13883,Rugby Challenge 3,PS4,2016,Sports,Alternative Software,0,0.03,0,0.01,0.04
13887,Hatsune Miku: Project Diva X,PS4,2016,Misc,Sega,0.01,0,0.02,0,0.04
13888,Bullet Girls 2,PSV,2016,Action,D3Publisher,0,0,0.04,0,0.04
13952,Resident Evil 6,XOne,2016,Shooter,Capcom,0.03,0,0,0,0.04
13983,Doraemon: Shin Nobita no Nihon Tanjou,3DS,2016,Misc,FuRyu,0,0,0.04,0,0.04
13996,Destiny: The Collection,XOne,2016,Shooter,Activision,0.01,0.02,0,0,0.04
14007,12-Sai. Koisuru Diary,3DS,2016,Adventure,Happinet,0,0,0.04,0,0.04
14075,Aegis of Earth: Protonovus Assault,PSV,2016,Action,PQube,0.02,0.01,0,0.01,0.04
14094,Batman: A Telltale Game Series,PS4,2016,Adventure,Telltale Games,0.01,0.02,0,0.01,0.04
14140,Resident Evil 4 HD,PS4,2016,Shooter,Capcom,0.03,0,0,0.01,0.03
14180,Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PS3,2016,Misc,Tecmo Koei,0,0,0.03,0,0.03
14188,Teenage Mutant Ninja Turtles: Mutants in Manhattan,XOne,2016,Action,Activision,0.02,0.01,0,0,0.03
14204,Dead or Alive Xtreme 3: Venus,PSV,2016,Sports,Tecmo Koei,0,0,0.03,0,0.03
14236,NASCAR Heat Evolution,PS4,2016,Racing,Dusenberry Martin Racing,0.03,0,0,0.01,0.03
14304,Metroid Prime: Federation Force,3DS,2016,Action,Nintendo,0.02,0.01,0.01,0,0.03
14309,Sonic Boom: Fire & Ice,3DS,2016,Platform,Sega,0.03,0,0,0,0.03
14316,Gakusen Toshi Asterisk Festa: Houka Kenran,PSV,2016,Fighting,Namco Bandai Games,0,0,0.03,0,0.03
14386,Hearts of Iron IV,PC,2016,Strategy,Paradox Interactive,0,0.03,0,0,0.03
14430,Summon Night 6: Lost Borders,PS4,2016,Action,Namco Bandai Games,0,0,0.03,0,0.03
14466,Atelier Shallie Plus: Alchemists of the Dusk Sea,PSV,2016,Role-Playing,Tecmo Koei,0,0,0.03,0,0.03
14485,Teenage Mutant Ninja Turtles: Mutants in Manhattan,X360,2016,Action,Activision,0.01,0.02,0,0,0.03
14533,Need for Speed (2015),PC,2016,Racing,Electronic Arts,0,0.03,0,0,0.03
14558,Pro Cycling Manager 2016,PC,2016,Sports,Focus Home Interactive,0,0.03,0,0,0.03
14612,Attack on Titan (KOEI),XOne,2016,Action,Tecmo Koei,0.01,0.01,0,0,0.03
14613,Medabots Girls Mission: Metabee Ver. / Rokusho Ver.,3DS,2016,Role-Playing,Rocket Company,0,0,0.03,0,0.03
14617,My Hero Academia: Battle for All,3DS,2016,Action,Namco Bandai Games,0,0,0.03,0,0.03
14638,Stellaris,PC,2016,Strategy,Paradox Interactive,0,0.03,0,0,0.03
14643,Ao no Kanata no Four Rhythm,PSV,2016,Adventure,Unknown,0,0,0.03,0,0.03
14683,Ghostbusters (2016),PS4,2016,Action,Activision,0.02,0,0,0.01,0.03
14695,Darius Burst: Chronicle Saviours,PSV,2016,Action,Kadokawa Games,0,0,0.03,0,0.03
14721,Aegis of Earth: Protonovus Assault,PS3,2016,Action,PQube,0.01,0.01,0,0,0.03
14741,Pro Evolution Soccer 2017,XOne,2016,Sports,Konami Digital Entertainment,0,0.02,0,0,0.03
14758,DiRT Rally,PC,2016,Racing,Codemasters,0,0.03,0,0,0.03
14779,3DS Classic Collection,3DS,2016,Misc,Sega,0.02,0,0,0,0.03
14814,Sengoku Basara: Sanada Yukimura-Den,PS4,2016,Action,Capcom,0,0,0.03,0,0.03
14850,Terraria,WiiU,2016,Action,505 Games,0,0.02,0,0,0.03
14870,Diabolik Lovers: Lunatic Parade,PSV,2016,Adventure,Idea Factory,0,0,0.03,0,0.03
14899,Psycho-Pass: Mandatory Happiness,PS4,2016,Adventure,Nippon Ichi Software,0.02,0,0,0,0.03
14912,Yuusha Shisu.,PSV,2016,Role-Playing,Nippon Ichi Software,0,0,0.02,0,0.02
14916,Ghostbusters (2016),XOne,2016,Action,Activision,0.02,0,0,0,0.02
14958,Naruto Shippuden: Ultimate Ninja Storm Collection,PS3,2016,Action,Namco Bandai Games,0,0.02,0,0,0.02
14969,Bus Simulator 16,PC,2016,Simulation,Astragon,0,0.02,0,0,0.02
14971,Teddy Together,3DS,2016,Simulation,Nintendo,0,0.02,0,0,0.02
14986,Rugby Challenge 3,X360,2016,Sports,Alternative Software,0,0.02,0,0,0.02
15009,Kenka Bancho Otome,PSV,2016,Action,Screenlife,0,0,0.02,0,0.02
15019,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,PS3,2016,Misc,Namco Bandai Games,0,0,0.02,0,0.02
15039,Tokyo Xanadu eX+,PS4,2016,Role-Playing,Nihon Falcom Corporation,0,0,0.02,0,0.02
15055,NASCAR Heat Evolution,XOne,2016,Racing,Dusenberry Martin Racing,0.02,0,0,0,0.02
15073,La Corda d'Oro 4,PSV,2016,Action,Tecmo Koei,0,0,0.02,0,0.02
15085,Prison Architect,PS4,2016,Action,Introversion Software,0.01,0.01,0,0,0.02
15099,Genkai Tokki: Seven Pirates,PSV,2016,Role-Playing,Compile Heart,0,0,0.02,0,0.02
15153,Rocket League,PC,2016,Sports,505 Games,0.01,0.01,0,0,0.02
15169,Aegis of Earth: Protonovus Assault,PS4,2016,Action,PQube,0.02,0,0,0,0.02
15187,Sengoku Otome: Legend Battle,PSV,2016,Action,Unknown,0,0,0.02,0,0.02
15206,Valentino Rossi: The Game,XOne,2016,Racing,Namco Bandai Games,0,0.02,0,0,0.02
15284,Hyakka Hyakurou: Sengoku Ninpoujou,PSV,2016,Adventure,D3Publisher,0,0,0.02,0,0.02
15295,Gochuumon wa Usagi Desu ka?? Wonderful Party!,PSV,2016,Adventure,5pb,0,0,0.02,0,0.02
15303,F1 2016 (Codemasters),PC,2016,Racing,Codemasters,0,0.02,0,0,0.02
15341,Dead Rising,PS4,2016,Action,Capcom,0.01,0,0,0,0.02
15342,Homefront: The Revolution,PC,2016,Shooter,Deep Silver,0,0.02,0,0,0.02
15344,The Technomancer,XOne,2016,Role-Playing,Focus Home Interactive,0.01,0.01,0,0,0.02
15372,The Legend of Heroes: Trails in the Sky Third Chapter,PSV,2016,Role-Playing,Nihon Falcom Corporation,0,0,0.02,0,0.02
15397,Anima - Gate of Memories,PS4,2016,Action,Avanquest,0,0.02,0,0,0.02
15403,Psycho-Pass: Mandatory Happiness,PSV,2016,Adventure,Nippon Ichi Software,0,0.01,0.01,0,0.02
15406,Resident Evil: Umbrella Corps,PS4,2016,Action,Capcom,0,0,0.02,0,0.02
15412,Deus Ex: Mankind Divided,PC,2016,Role-Playing,Square Enix,0,0.02,0,0,0.02
15418,RollerCoaster Tycoon World,PC,2016,Simulation,Atari,0,0.02,0,0,0.02
15440,Resident Evil Zero,PC,2016,Action,Capcom,0.01,0.01,0,0,0.02
15467,Dino Dini's Kick Off Revival,PS4,2016,Sports,Avanquest,0,0.02,0,0,0.02
15469,Mighty No. 9,WiiU,2016,Platform,Deep Silver,0.01,0.01,0,0,0.02
15473,Agatha Christie: The ABC Murders,PC,2016,Adventure,Microids,0,0.02,0,0,0.02
15478,Black Rose Valkyrie,PS4,2016,Role-Playing,Idea Factory,0,0,0.02,0,0.02
15484,Agatha Christie's The ABC Murders,PS4,2016,Adventure,Microids,0.01,0.01,0,0,0.02
15499,Rose to Tasogare no Kojou,PSV,2016,Action,Nippon Ichi Software,0,0,0.02,0,0.02
15510,Sengoku Basara: Sanada Yukimura-Den,PS3,2016,Action,Capcom,0,0,0.02,0,0.02
15511,Hakuoki: Shinkai - Hana no Shou,PSV,2016,Adventure,Idea Factory,0,0,0.02,0,0.02
15569,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8,PS3,2016,Misc,Namco Bandai Games,0,0,0.02,0,0.02
15601,Call of Duty: Modern Warfare Trilogy,PS3,2016,Shooter,Activision,0,0.01,0,0,0.02
15616,Toukiden 2,PS3,2016,Action,Tecmo Koei,0,0,0.02,0,0.02
15661,Song of the Deep,PC,2016,Action,Insomniac Games,0.02,0,0,0,0.02
15687,Winning Post 8 2016,PS4,2016,Simulation,Tecmo Koei,0,0,0.02,0,0.02
15717,This War of Mine,PS4,2016,Action,Deep Silver,0,0.01,0,0,0.02
15719,Nil Admirari no Tenbin: Teito Genwaku Toukidan,PSV,2016,Adventure,Idea Factory,0,0,0.02,0,0.02
15723,Arslan: The Warriors of Legend,XOne,2016,Action,Tecmo Koei,0.01,0,0,0,0.02
15729,Revolution: 25th Anniversary Collection,PC,2016,Adventure,Koch Media,0,0.02,0,0,0.02
15791,"Moshi, Kono Sekai ni Kami-sama ga Iru to suru Naraba.",PSV,2016,Adventure,N/A,0,0,0.02,0,0.02
15804,XCOM 2,XOne,2016,Strategy,Take-Two Interactive,0.01,0.01,0,0,0.02
15807,Call of Duty: Modern Warfare Trilogy,X360,2016,Shooter,Activision,0.01,0.01,0,0,0.02
15855,Assault Suit Leynos,PS4,2016,Shooter,Rising Star Games,0.01,0,0,0,0.02
15865,Taishou Moebius Line Vitable,PSV,2016,Adventure,dramatic create,0,0,0.02,0,0.02
15888,MuvLuv Double Pack,PSV,2016,Adventure,5pb,0,0,0.02,0,0.02
15889,Koihime Enbu,PS4,2016,Fighting,Yeti,0,0,0.02,0,0.02
15943,Worms: WMD,PS4,2016,Action,Sold Out,0.01,0.01,0,0,0.02
15947,Storm Lover 2nd V,PSV,2016,Adventure,D3Publisher,0,0,0.02,0,0.02
15949,Touhou Genso Rondo: Bullet Ballet,PS4,2016,Shooter,Nippon Ichi Software,0.01,0,0,0,0.02
15984,Coven and Labyrinth of Refrain,PSV,2016,Action,Nippon Ichi Software,0,0,0.01,0,0.01
15985,Super Battle For Money Sentouchuu: Kyuukyoku no Shinobu to Battle Player Choujou Kessen!,3DS,2016,Action,Namco Bandai Games,0,0,0.01,0,0.01
16001,One Piece: Daikaizoku Coliseum,3DS,2016,Fighting,Namco Bandai Games,0,0,0.01,0,0.01
16022,God Eater Off Shot: Soma Shikkuzaru-hen Twin Pack & Animation Vol.4,PS4,2016,Action,Namco Bandai Games,0,0,0.01,0,0.01
16023,Uppers,PSV,2016,Action,Marvelous Entertainment,0,0,0.01,0,0.01
16031,Wand of Fortune R,PSV,2016,Adventure,Idea Factory,0,0,0.01,0,0.01
16039,Utawarerumono: Futari no Hakuoro,PS3,2016,Misc,Aqua Plus,0,0,0.01,0,0.01
16051,God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5,PS4,2016,Misc,Namco Bandai Games,0,0,0.01,0,0.01
16054,Battle Worlds: Kronos,PC,2016,Strategy,Nordic Games,0,0.01,0,0,0.01
16098,Resident Evil 5 HD,PS4,2016,Action,Capcom,0.01,0,0,0,0.01
16136,Collar x Malice,PSV,2016,Action,Idea Factory,0,0,0.01,0,0.01
16139,Dragon's Dogma Online: Season 2,PS4,2016,Action,Capcom,0,0,0.01,0,0.01
16178,Republique,PS4,2016,Action,Nippon Ichi Software,0,0.01,0.01,0,0.01
16206,Shin Hayarigami 2,PSV,2016,Adventure,Nippon Ichi Software,0,0,0.01,0,0.01
16223,Dynasty Warriors: Eiketsuden,PS4,2016,Action,Tecmo Koei,0,0,0.01,0,0.01
16225,Carmageddon: Max Damage,XOne,2016,Action,Stainless Games,0.01,0.01,0,0,0.01
16227,New Interpretation Stranger of Sword City,PSV,2016,Role-Playing,Experience Inc.,0,0,0.01,0,0.01
16238,Shitsuji ga Aruji o Erabu Toki,PSV,2016,Adventure,Unknown,0,0,0.01,0,0.01
16239,Batman: A Telltale Game Series,PS3,2016,Adventure,Telltale Games,0,0.01,0,0,0.01
16247,Valentino Rossi: The Game,PC,2016,Racing,Namco Bandai Games,0,0.01,0,0,0.01
16255,The Book of Unwritten Tales 2,WiiU,2016,Adventure,Nordic Games,0,0.01,0,0,0.01
16263,Paragon,PS4,2016,Action,Epic Games,0.01,0,0,0,0.01
16279,Assetto Corsa,XOne,2016,Racing,505 Games,0,0.01,0,0,0.01
16293,Sangoku Koi Senki: Omoide Gaeshi - CS Edition,PSV,2016,Adventure,Prototype,0,0,0.01,0,0.01
16322,Period Cube: Torikago no Amadeus,PSV,2016,Action,Idea Factory,0,0,0.01,0,0.01
16326,MXGP 2,PC,2016,Racing,Milestone S.r.l.,0,0.01,0,0,0.01
16347,Cities: Skylines Snowfall,PC,2016,Simulation,Paradox Development,0,0.01,0,0,0.01
16370,Dance with Devils,PSV,2016,Action,N/A,0,0,0.01,0,0.01
16389,TrackMania Turbo,PC,2016,Action,Ubisoft,0,0.01,0,0,0.01
16402,The Technomancer,PC,2016,Role-Playing,Focus Home Interactive,0,0.01,0,0,0.01
16432,Goat Simulator,XOne,2016,Simulation,Koch Media,0,0.01,0,0,0.01
16434,Kamigami no Asobi InFinite,PSV,2016,Adventure,Broccoli,0,0,0.01,0,0.01
16451,Assassin's Creed Chronicles,XOne,2016,Action,Ubisoft,0,0.01,0,0,0.01
16475,Azure Striker Gunvolt: Striker Pack,3DS,2016,Action,Inti Creates,0,0,0.01,0,0.01
16477,Total War Attila: Tyrants & Kings,PC,2016,Strategy,Koch Media,0,0.01,0,0,0.01
16533,Sébastien Loeb Rally Evo,XOne,2016,Racing,Milestone S.r.l,0,0.01,0,0,0.01
16534,Hitman (2016),XOne,2016,Action,Square Enix,0,0.01,0,0,0.01
16553,God Eater Off Shot: Tachibana Sakuya-hen Twin Pack & Animation Vol.7,PS4,2016,Action,Namco Bandai Games,0,0,0.01,0,0.01
16558,Codename: Panzers Complete Collection,PC,2016,Strategy,Nordic Games,0,0.01,0,0,0.01
16565,Mighty No. 9,XOne,2016,Platform,Deep Silver,0.01,0,0,0,0.01
16572,Resident Evil 4 HD,XOne,2016,Shooter,Capcom,0.01,0,0,0,0.01
16573,Farming 2017 - The Simulation,PS4,2016,Simulation,UIG Entertainment,0,0.01,0,0,0.01
16579,Rugby Challenge 3,XOne,2016,Sports,Alternative Software,0,0.01,0,0,0.01
16592,Chou Ezaru wa Akai Hana: Koi wa Tsuki ni Shirube Kareru,PSV,2016,Action,dramatic create,0,0,0.01,0,0.01
